,location,total_sqft,bath,price,bhk
2005,Hegde Nagar,1884.0,4.0,118.0,3
2006,Hegde Nagar,1930.0,4.0,122.0,3
2007,Hegde Nagar,1584.01,3.0,104.0,3
2008,Hegde Nagar,2162.03,4.0,129.0,3
2009,Hegde Nagar,2087.01,4.0,160.0,3
2010,Hegde Nagar,1000.0,2.0,66.0,2
2011,Hennur,1075.0,2.0,52.0,2
2012,Hennur,1255.0,2.0,52.32,2
2013,Hennur,1225.0,2.0,57.0,2
2014,Hennur,1255.0,2.0,57.5,2
2015,Hennur,1259.0,2.0,57.0,2
2016,Hennur,1255.0,2.0,53.5,2
2017,Hennur,1285.0,2.0,60.0,2
2018,Hennur,1285.0,2.0,60.0,2
2019,Hennur,1100.0,2.0,60.0,2
2020,Hennur,1255.0,2.0,58.0,2
2021,Hennur,1040.0,2.0,42.12,2
2022,Hennur,1255.0,2.0,54.5,2
2023,Hennur,1255.0,2.0,55.5,2
2024,Hennur,1231.0,2.0,50.0,2
2025,Hennur,2500.0,5.0,125.0,5
2026,Hennur,1160.0,2.0,49.0,2
2027,Hennur,1255.0,2.0,53.5,2
2028,Hennur,1255.0,2.0,55.5,2
2029,Hennur,1100.0,2.0,44.55,2
2030,Hennur,1255.0,2.0,57.5,2
2031,Hennur,1020.0,2.0,48.0,2
2032,Hennur,1255.0,2.0,52.32,2
2033,Hennur,1295.0,2.0,64.0,2
2034,Hennur,1935.0,3.0,102.0,3
2035,Hennur,1655.0,2.0,70.5,3
2036,Hennur,1255.0,2.0,58.0,2
2037,Hennur,1420.0,2.0,62.0,2
2038,Hennur,1155.0,2.0,54.5,2
2039,Hennur,1255.0,2.0,52.32,2
2040,Hennur,1255.0,2.0,52.35,2
2041,Hennur,3517.0,2.0,161.5,4
2042,Hennur,1255.0,2.0,54.5,2
2043,Hennur,1830.5,3.0,84.205,3
2044,Hennur,1255.0,2.0,55.5,2
2045,Hennur,1255.0,2.0,53.57,2
2046,Hennur,1255.0,2.0,56.5,2
2047,Hennur,1050.0,2.0,42.73,2
2048,Hennur,1295.0,2.0,62.0,2
2049,Hennur Road,2089.0,3.0,140.0,3
2050,Hennur Road,3203.5,2.0,224.5,4
2051,Hennur Road,5000.0,8.0,250.0,8
2052,Hennur Road,1385.0,2.0,83.09,2
2053,Hennur Road,1317.5,2.0,63.77,2
2054,Hennur Road,1500.0,2.0,62.0,3
2055,Hennur Road,2264.0,3.0,159.0,3
2056,Hennur Road,1157.0,2.0,84.0,2
2057,Hennur Road,1904.0,3.0,120.0,3
2058,Hennur Road,1891.0,3.0,109.0,3
2059,Hennur Road,1561.0,3.0,95.0,3
2060,Hennur Road,2060.0,3.0,149.0,3
2061,Hennur Road,1232.0,2.0,89.0,2
2062,Hennur Road,1065.0,2.0,42.6,2
2063,Hennur Road,1891.0,3.0,139.0,3
2064,Hennur Road,1703.0,3.0,101.0,3
2065,Hennur Road,1232.0,2.0,69.61,2
2066,Hennur Road,1804.0,3.0,102.0,3
2067,Hennur Road,2160.0,3.0,160.0,3
2068,Hennur Road,1680.0,3.0,99.27,3
2069,Hennur Road,1065.0,2.0,42.6,2
2070,Hennur Road,1385.0,2.0,83.09,2
2071,Hennur Road,2350.0,3.0,174.0,3
2072,Hennur Road,1586.0,3.0,93.94,3
2073,Hennur Road,1975.0,3.0,123.0,3
2074,Hennur Road,1664.0,2.0,93.865,3
2075,Hennur Road,1182.0,2.0,82.5,2
2076,Hennur Road,1036.0,2.0,59.46,2
2077,Hennur Road,1891.0,3.0,109.0,3
2078,Hennur Road,1232.0,2.0,69.61,2
2079,Hennur Road,1804.0,3.0,102.0,3
2080,Hennur Road,2320.0,3.0,170.0,3
2081,Hennur Road,1936.0,3.0,118.0,3
2082,Hennur Road,1480.0,2.0,65.0,2
2083,Hennur Road,1590.0,3.0,96.5,3
2084,Hennur Road,1036.0,2.0,59.45,2
2085,Hennur Road,1832.0,3.0,125.0,3
2086,Hennur Road,1359.0,2.0,104.0,2
2087,Hennur Road,1341.0,2.0,75.76,2
2088,Hennur Road,1040.0,2.0,50.0,2
2089,Hennur Road,1685.0,3.0,95.0,3
2090,Hennur Road,1414.0,2.0,84.18,2
2091,Hennur Road,1949.0,3.0,133.0,3
2092,Hennur Road,1232.0,2.0,89.0,2
2093,Hennur Road,2502.0,4.0,180.0,4
2094,Hennur Road,1831.0,3.0,110.0,3
2095,Hennur Road,1232.0,2.0,87.0,2
2096,Hennur Road,1232.0,2.0,74.0,2
2097,Hennur Road,1232.0,2.0,66.0,2
2098,Hennur Road,1341.0,2.0,95.0,2
2099,Hennur Road,2700.0,3.0,150.0,3
2100,Hennur Road,1232.0,2.0,88.0,2
2101,Hennur Road,2365.0,4.0,175.0,3
2102,Hennur Road,1310.0,2.0,66.0,2
2103,Hennur Road,1552.0,3.0,75.0,3
2104,Hennur Road,1015.0,2.0,50.0,2
2105,Hennur Road,2264.0,3.0,168.0,3
2106,Hennur Road,2002.0,3.0,120.0,3
2107,Hennur Road,1232.0,2.0,69.6,2
2108,Hennur Road,1195.0,2.0,73.0,2
2109,Hennur Road,1020.0,2.0,47.0,2
2110,Hennur Road,5100.0,6.0,375.0,5
2111,Hennur Road,1061.0,2.0,54.92,2
2112,Hennur Road,1585.0,2.0,80.0,3
2113,Hennur Road,1020.0,2.0,45.0,2
2114,Hennur Road,2041.0,3.0,128.0,3
2115,Hennur Road,1232.0,2.0,87.0,2
2116,Hennur Road,1066.0,2.0,52.23,2
2117,Hennur Road,1255.0,2.0,84.0,2
2118,Hennur Road,1232.0,2.0,83.0,2
2119,Hennur Road,1832.0,3.0,116.0,3
2120,Hennur Road,2050.0,3.0,120.0,3
2121,Hennur Road,1679.0,3.0,94.86,3
2122,Hennur Road,1654.0,3.0,97.8,3
2123,Hennur Road,1155.0,2.0,69.18,2
2124,Hennur Road,1053.0,2.0,53.0,2
2125,Hennur Road,1195.0,2.0,59.0,2
2126,Hennur Road,1904.0,3.0,129.0,3
2127,Hennur Road,1981.0,3.0,134.0,3
2128,Hennur Road,1155.0,2.0,69.18,2
2129,Hennur Road,2000.0,4.0,90.0,4
2130,Hennur Road,1590.0,3.0,105.0,3
2131,Hennur Road,2041.0,3.0,138.0,3
2132,Hennur Road,1232.0,2.0,69.61,2
2133,Hennur Road,1748.0,3.0,103.0,3
2134,Hennur Road,1460.0,2.0,80.3,2
2135,Hennur Road,1570.0,3.0,75.99,3
2136,Hennur Road,1933.0,3.0,140.0,3
2137,Hennur Road,1030.0,2.0,46.5,2
2138,Hennur Road,1232.0,2.0,69.61,2
2139,Hennur Road,1672.0,3.0,86.0,3
2140,Hennur Road,1165.0,2.0,67.0,2
2141,Hennur Road,1232.0,2.0,80.0,2
2142,Hennur Road,1085.0,2.0,43.4,2
2143,Hennur Road,1140.0,2.0,56.0,2
2144,Hennur Road,1891.0,3.0,110.0,3
2145,Hennur Road,1735.0,3.0,78.0,3
2146,Hennur Road,1165.0,2.0,52.0,2
2147,Hennur Road,1450.0,2.0,80.0,2
2148,Hennur Road,1155.0,2.0,69.18,2
2149,Hennur Road,1936.0,3.0,131.0,3
2150,Hoodi,1715.0,2.0,95.0,3
2151,Hoodi,2118.0,4.0,111.0,4
2152,Hoodi,1425.0,2.0,80.0,2
2153,Hoodi,1420.0,2.0,75.0,2
2154,Hoodi,1639.0,3.0,110.0,3
2155,Hoodi,1606.0,3.0,89.55,3
2156,Hoodi,1639.0,3.0,98.32,3
2157,Hoodi,2090.0,4.0,95.1,4
2158,Hoodi,2863.0,4.0,140.0,4
2159,Hoodi,1512.0,3.0,75.77,3
2160,Hoodi,1026.0,2.0,60.87,2
2161,Hoodi,1050.0,2.0,50.0,2
2162,Hoodi,1400.0,2.0,78.0,2
2163,Hoodi,1196.0,2.0,71.74,2
2164,Hoodi,1553.0,3.0,83.09,3
2165,Hoodi,1500.0,2.0,84.0,2
2166,Hoodi,1055.0,2.0,57.63,2
2167,Hoodi,1925.0,2.0,114.0,3
2168,Hoodi,1400.0,2.0,82.0,2
2169,Hoodi,1746.0,3.0,84.95,3
2170,Hoodi,706.0,1.0,48.24,1
2171,Hoodi,1257.0,2.0,69.0,2
2172,Hoodi,1132.0,2.0,67.9,2
2173,Hoodi,1925.0,3.0,110.0,3
2174,Hoodi,1769.0,3.0,96.87,3
2175,Hoodi,1257.0,2.0,71.03,2
2176,Hoodi,1305.0,2.0,75.0,2
2177,Hoodi,1240.0,2.0,65.0,2
2178,Hoodi,1108.0,2.0,74.23,2
2179,Hoodi,1257.0,2.0,68.5,2
2180,Hoodi,1000.0,2.0,48.0,2
2181,Hoodi,1063.0,2.0,61.17,2
2182,Hoodi,1259.0,2.0,69.45,2
2183,Hoodi,711.0,1.0,42.65,1
2184,Hoodi,1559.0,3.0,81.55,3
2185,Hoodi,863.0,1.0,40.55,1
2186,Hoodi,1715.0,2.0,100.0,3
2187,Hoodi,1447.0,3.0,76.0,2
2188,Hoodi,2144.0,3.0,140.0,3
2189,Hoodi,1108.0,2.0,66.46,2
2190,Hoodi,1837.0,3.0,110.0,3
2191,Hoodi,3385.0,4.0,220.0,4
2192,Hoodi,1644.0,3.0,80.51,3
2193,Hoodi,1181.0,2.0,55.0,2
2194,Hoodi,1258.5,2.0,59.135,2
2195,Horamavu Agara,1200.0,2.0,45.0,2
2196,Horamavu Agara,1650.0,2.0,75.0,3
2197,Horamavu Agara,1106.0,2.0,43.09,2
2198,Horamavu Agara,1079.0,2.0,41.0,2
2199,Horamavu Agara,1060.0,2.0,37.0,2
2200,Horamavu Agara,1107.83,2.0,41.51,2
2201,Horamavu Agara,1145.0,2.0,41.21,2
2202,Horamavu Agara,1000.0,2.0,46.0,2
2203,Horamavu Agara,1150.0,2.0,42.0,2
2204,Horamavu Agara,625.0,1.0,27.0,1
2205,Horamavu Agara,1080.0,2.0,38.0,2
2206,Horamavu Agara,1107.83,2.0,41.51,2
2207,Horamavu Agara,1090.0,2.0,46.0,2
2208,Horamavu Agara,1557.0,3.0,70.0,3
2209,Horamavu Agara,1058.0,2.0,47.0,2
2210,Horamavu Banaswadi,1611.0,3.0,66.0,3
2211,Horamavu Banaswadi,1156.0,2.0,46.0,2
2212,Horamavu Banaswadi,1307.0,2.0,51.6,2
2213,Horamavu Banaswadi,1357.0,2.0,54.0,2
2214,Horamavu Banaswadi,1272.0,2.0,48.0,2
2215,Horamavu Banaswadi,1225.0,2.0,49.5,2
2216,Horamavu Banaswadi,1272.0,2.0,51.5,2
2217,Horamavu Banaswadi,1272.0,2.0,51.5,2
2218,Horamavu Banaswadi,1156.0,2.0,46.9,2
2219,Horamavu Banaswadi,1200.0,2.0,45.0,2
2220,Horamavu Banaswadi,1254.0,2.0,47.0,2
2221,Horamavu Banaswadi,1610.0,3.0,68.0,3
2222,Horamavu Banaswadi,1210.0,2.0,50.0,2
2223,Horamavu Banaswadi,1357.0,2.0,54.0,2
2224,Horamavu Banaswadi,1272.0,2.0,50.0,2
2225,Horamavu Banaswadi,1200.0,2.0,45.0,2
2226,Horamavu Banaswadi,1025.0,2.0,45.0,2
2227,Hormavu,1500.0,2.0,78.0,2
2228,Hormavu,1150.0,2.0,55.0,2
2229,Hormavu,1180.0,2.0,50.0,2
2230,Hormavu,1200.0,2.0,67.0,2
2231,Hormavu,1200.0,3.0,70.0,2
2232,Hormavu,1175.0,2.0,52.0,2
2233,Hormavu,1351.0,2.0,53.0,1
2234,Hormavu,1141.0,2.0,44.4,2
2235,Hormavu,1130.0,2.0,42.3,2
2236,Hormavu,1500.0,3.0,70.0,3
2237,Hormavu,1725.0,3.0,85.0,3
2238,Hormavu,1153.0,2.0,65.0,2
2239,Hormavu,1150.0,2.0,53.11,2
2240,Hormavu,1123.0,2.0,56.0,2
2241,Hormavu,1617.5,3.0,73.595,3
2242,Hormavu,1030.0,2.0,49.35,2
2243,Hormavu,1018.0,2.0,50.8,2
2244,Hormavu,1555.0,3.0,75.0,3
2245,Hormavu,1143.0,2.0,53.0,2
2246,Hormavu,1000.0,2.0,50.0,2
2247,Hormavu,1200.0,2.0,68.0,2
2248,Hormavu,1553.0,2.0,58.23,3
2249,Hormavu,1200.0,2.0,68.0,2
2250,Hormavu,1081.5,2.0,38.665,2
2251,Hormavu,1250.0,2.0,60.0,2
2252,Hormavu,583.0,1.0,28.275,1
2253,Hormavu,1129.0,2.0,44.0,2
2254,Hormavu,1065.0,2.0,50.92,2
2255,Hormavu,1046.0,2.0,60.0,2
2256,Hormavu,1400.0,2.0,75.0,2
2257,Hormavu,1196.0,2.0,44.8,2
2258,Hormavu,1263.0,2.0,47.36,2
2259,Hormavu,1015.0,2.0,39.08,2
2260,Hormavu,1550.0,2.0,60.0,3
2261,Hormavu,1200.0,2.0,73.0,2
2262,Hormavu,1250.0,2.0,65.0,2
2263,Hormavu,1604.0,3.0,68.0,3
2264,Hormavu,1075.0,2.0,53.7,2
2265,Hormavu,1075.0,2.0,53.7,2
2266,Hormavu,2282.0,4.0,115.0,4
2267,Hormavu,1206.0,2.0,55.0,2
2268,Hormavu,1310.0,2.0,67.0,2
2269,Hormavu,1310.0,2.0,60.0,2
2270,Hormavu,1020.0,2.0,45.75,2
2271,Hormavu,1210.0,2.0,69.0,2
2272,Hosa Road,1652.0,3.0,85.0,3
2273,Hosa Road,1639.0,3.0,80.0,3
2274,Hosa Road,1161.0,2.0,55.15,2
2275,Hosa Road,1726.0,3.0,81.99,3
2276,Hosa Road,1161.0,2.0,55.15,2
2277,Hosa Road,1365.0,2.0,92.0,2
2278,Hosa Road,1243.0,2.0,48.5,2
2279,Hosa Road,1541.0,3.0,69.84,3
2280,Hosa Road,615.0,1.0,28.29,1
2281,Hosa Road,1133.0,2.0,52.0,2
2282,Hosa Road,1016.0,2.0,40.0,2
2283,Hosa Road,1161.0,2.0,55.15,2
2284,Hosa Road,1532.0,3.0,98.13,3
2285,Hosa Road,1680.0,3.0,101.0,3
2286,Hosa Road,1533.0,3.0,98.18,3
2287,Hosa Road,1040.0,2.0,68.59,2
2288,Hosa Road,1040.0,2.0,61.0,2
2289,Hosa Road,2500.0,3.0,100.0,3
2290,Hosa Road,1245.0,2.0,62.0,2
2291,Hosa Road,800.0,1.0,39.99,1
2292,Hosa Road,1726.0,3.0,81.99,3
2293,Hosa Road,1364.0,2.0,64.79,2
2294,Hosa Road,1016.0,2.0,45.0,2
2295,Hosa Road,1730.0,3.0,72.6,3
2296,Hosa Road,1360.0,2.0,77.61,2
2297,Hosa Road,1170.0,2.0,65.0,2
2298,Hosa Road,1161.0,2.0,55.15,2
2299,Hosa Road,1161.0,2.0,48.75,2
2300,Hosa Road,1541.0,3.0,69.61,3
2301,Hosa Road,1016.0,2.0,39.95,2
2302,Hosakerehalli,2378.0,3.0,262.0,3
2303,Hosakerehalli,2376.0,3.0,203.0,3
2304,Hosakerehalli,3205.0,5.0,380.0,4
2305,Hosakerehalli,3024.0,5.0,248.0,4
2306,Hosakerehalli,3024.0,5.0,350.0,4
2307,Hosakerehalli,1817.0,4.0,153.0,3
2308,Hosakerehalli,1304.0,2.0,100.0,2
2309,Hosakerehalli,2480.0,3.0,245.0,3
2310,Hosakerehalli,2480.0,4.0,260.0,3
2311,Hosakerehalli,3205.0,4.0,300.0,4
2312,Hosakerehalli,3033.0,4.0,326.0,4
2313,Hosakerehalli,2480.0,4.0,265.0,3
2314,Hosakerehalli,2376.0,3.0,240.0,3
2315,Hoskote,1740.0,3.0,60.0,3
2316,Hoskote,1095.0,2.0,33.6,2
2317,Hoskote,1695.0,3.0,50.0,3
2318,Hoskote,1065.0,2.0,31.5,2
2319,Hoskote,1065.0,2.0,28.5,2
2320,Hoskote,1003.5,2.0,28.095,2
2321,Hoskote,1065.0,2.0,33.75,2
2322,Hosur Road,1656.0,2.0,120.0,2
2323,Hosur Road,1194.0,2.0,69.0,2
2324,Hosur Road,3300.0,5.0,240.0,5
2325,Hosur Road,1510.0,2.0,105.0,3
2326,Hosur Road,1508.0,2.0,110.0,3
2327,Hosur Road,1733.0,2.0,85.0,3
2328,Hosur Road,1194.0,2.0,71.64,2
2329,Hosur Road,1766.0,3.0,130.0,3
2330,Hosur Road,1689.0,3.0,103.0,3
2331,Hosur Road,3600.0,5.0,180.0,5
2332,Hosur Road,1250.0,2.0,55.0,2
2333,Hosur Road,1689.0,3.0,103.0,3
2334,Hosur Road,3000.0,4.0,160.0,4
2335,Hosur Road,2000.0,4.0,130.0,4
2336,Hosur Road,1250.0,2.0,65.0,2
2337,Hosur Road,1689.0,3.0,103.0,3
2338,Hosur Road,1685.0,3.0,90.0,3
2339,Hosur Road,1223.0,2.0,93.0,2
2340,Hosur Road,1919.0,3.0,117.0,3
2341,Hulimavu,1125.0,2.0,50.0,2
2342,Hulimavu,1242.0,2.0,51.0,2
2343,Hulimavu,1650.0,3.0,78.0,3
2344,Hulimavu,1823.0,3.0,100.0,3
2345,Hulimavu,1300.0,2.0,36.0,2
2346,Hulimavu,1080.0,2.0,43.2,2
2347,Hulimavu,1100.0,2.0,71.5,2
2348,Hulimavu,1758.0,3.0,65.0,3
2349,Hulimavu,688.0,1.0,50.0,1
2350,Hulimavu,1255.0,2.0,73.0,2
2351,Hulimavu,1058.0,2.0,48.0,2
2352,Hulimavu,1375.0,2.0,80.0,2
2353,Hulimavu,1248.0,2.0,69.0,2
2354,Hulimavu,1818.0,3.0,135.0,3
2355,Hulimavu,1225.0,2.0,55.0,2
2356,Hulimavu,1255.0,2.0,74.0,2
2357,Hulimavu,1175.0,2.0,45.0,2
2358,Hulimavu,1255.0,2.0,69.0,2
2359,Hulimavu,1255.0,2.0,66.0,2
2360,Hulimavu,3035.0,5.0,271.0,3
2361,Hulimavu,3035.0,5.0,220.0,3
2362,Hulimavu,1127.0,2.0,65.0,2
2363,Hulimavu,1200.0,2.0,50.0,2
2364,Hulimavu,1200.0,2.0,75.0,2
2365,Hulimavu,1000.0,2.0,45.0,2
2366,Hulimavu,2000.0,4.0,100.0,4
2367,Hulimavu,3560.0,5.0,318.0,4
2368,Hulimavu,1011.0,2.0,38.0,2
2369,Hulimavu,1276.0,2.0,76.0,2
2370,Hulimavu,1500.0,2.0,90.0,2
2371,Hulimavu,1315.0,2.0,60.48,2
2372,Hulimavu,1021.0,2.0,76.0,2
2373,Hulimavu,581.0,1.0,29.0,1
2374,Hulimavu,1050.0,2.0,125.0,2
2375,Hulimavu,1231.0,2.0,84.5,2
2376,Hulimavu,1916.0,2.0,150.0,3
2377,Hulimavu,1115.0,2.0,44.6,2
2378,ISRO Layout,4400.0,6.0,250.0,6
2379,ISRO Layout,1000.0,2.0,60.0,2
2380,ISRO Layout,1180.0,2.0,52.0,2
2381,ISRO Layout,1000.0,2.0,60.0,2
2382,ISRO Layout,4200.0,4.0,255.0,4
2383,ISRO Layout,1050.0,2.0,51.0,2
2384,ITPL,1548.0,3.0,89.5,3
2385,ITPL,1500.0,3.0,61.52,3
2386,ITPL,5667.5,5.0,300.0,4
2387,Iblur Village,3235.0,3.0,235.0,3
2388,Iblur Village,3596.0,5.0,290.0,4
2389,Iblur Village,1920.0,3.0,130.0,3
2390,Iblur Village,1995.0,3.0,135.0,3
2391,Iblur Village,3596.0,5.0,282.0,4
2392,Iblur Village,1918.0,3.0,129.0,3
2393,Iblur Village,3596.0,5.0,252.0,4
2394,Iblur Village,2100.0,4.0,145.0,3
2395,Iblur Village,1920.0,3.0,150.0,3
2396,Iblur Village,1920.0,3.0,130.0,3
2397,Iblur Village,1920.0,3.0,150.0,3
2398,Iblur Village,2000.0,4.0,138.0,3
2399,Iblur Village,3596.0,5.0,260.0,4
2400,Iblur Village,3596.0,5.0,279.0,4
2401,Iblur Village,2666.0,4.0,200.0,3
2402,Iblur Village,5384.0,5.0,420.0,5
2403,Iblur Village,3596.0,5.0,297.0,4
2404,Iblur Village,5515.0,6.0,425.0,5
2405,Iblur Village,1920.0,3.0,130.0,3
2406,Iblur Village,3596.0,4.0,268.0,4
2407,Iblur Village,3596.0,5.0,251.0,4
2408,Indira Nagar,2200.0,4.0,200.0,4
2409,Indira Nagar,1200.0,2.0,93.0,2
2410,Indira Nagar,1128.0,2.0,105.0,2
2411,Indira Nagar,2800.0,3.0,330.0,3
2412,Indira Nagar,1650.0,3.0,200.0,3
2413,Indira Nagar,1875.0,3.0,180.0,3
2414,Indira Nagar,1210.0,2.0,102.0,2
2415,Indira Nagar,1224.0,2.0,105.0,2
2416,Indira Nagar,2070.0,3.0,225.0,3
2417,Indira Nagar,500.0,1.0,70.0,1
2418,Indira Nagar,1400.0,2.0,168.0,2
2419,Indira Nagar,1145.0,2.0,100.0,2
2420,Indira Nagar,1470.0,2.0,170.0,2
2421,Indira Nagar,2700.0,3.0,324.0,3
2422,Indira Nagar,850.0,1.0,57.0,1
2423,Indira Nagar,2601.0,4.0,312.0,3
2424,Indira Nagar,1260.0,2.0,100.0,2
2425,Indira Nagar,1740.0,3.0,191.0,3
2426,Indira Nagar,1650.0,3.0,220.0,3
2427,Indira Nagar,1700.0,3.0,150.0,3
2428,Indira Nagar,3200.0,3.0,250.0,4
2429,Indira Nagar,1475.0,2.0,171.0,2
2430,Indira Nagar,3200.0,4.0,440.0,4
2431,Indira Nagar,4000.0,4.0,700.0,4
2432,Indira Nagar,850.0,1.0,60.0,1
2433,Indira Nagar,2400.0,4.0,405.0,4
2434,Indira Nagar,1500.0,3.0,120.0,3
2435,Indira Nagar,2200.0,3.0,160.0,3
2436,Indira Nagar,1650.0,3.0,200.0,3
2437,Indira Nagar,2800.0,4.0,365.0,4
2438,Indira Nagar,1260.0,2.0,120.0,2
2439,Indira Nagar,1149.0,2.0,130.0,2
2440,Indira Nagar,1650.0,3.0,150.0,3
2441,JP Nagar,1850.0,3.0,150.0,3
2442,JP Nagar,5520.0,2.0,375.0,5
2443,JP Nagar,1100.0,2.0,70.0,2
2444,JP Nagar,2500.0,3.0,135.0,3
2445,JP Nagar,4624.5,4.0,314.5,4
2446,JP Nagar,1078.0,2.0,45.0,2
2447,JP Nagar,1050.0,1.0,44.0,1
2448,JP Nagar,1352.5,2.0,93.865,2
2449,JP Nagar,1200.0,2.0,62.0,2
2450,JP Nagar,1300.0,2.0,90.87,2
2451,JP Nagar,1690.0,3.0,112.0,3
2452,JP Nagar,3000.0,4.0,140.0,4
2453,JP Nagar,3000.0,4.0,140.0,4
2454,JP Nagar,1300.0,2.0,109.0,2
2455,JP Nagar,3300.0,4.0,160.0,3
2456,JP Nagar,750.0,1.0,52.5,1
2457,JP Nagar,1200.0,2.0,78.0,2
2458,JP Nagar,1850.0,2.0,110.0,3
2459,JP Nagar,1100.0,2.0,45.0,2
2460,JP Nagar,1197.0,2.0,47.88,2
2461,JP Nagar,1500.0,2.0,82.0,3
2462,JP Nagar,1750.0,3.0,123.0,3
2463,JP Nagar,2195.0,2.0,152.0,3
2464,JP Nagar,3496.5,2.0,237.5,3
2465,JP Nagar,1600.0,3.0,83.0,3
2466,JP Nagar,3000.0,3.0,150.0,4
2467,JP Nagar,2050.0,3.0,82.0,3
2468,JP Nagar,745.0,1.0,34.27,1
2469,JP Nagar,1150.0,2.0,90.0,2
2470,JP Nagar,1960.0,3.0,138.0,3
2471,JP Nagar,1590.0,2.0,85.0,3
2472,JP Nagar,1250.0,2.0,60.0,2
2473,JP Nagar,2400.0,3.0,196.0,3
2474,JP Nagar,1300.0,2.0,91.65,2
2475,JP Nagar,1107.0,2.0,57.0,2
2476,JP Nagar,1250.0,2.0,93.0,2
2477,JP Nagar,1500.0,2.0,108.0,3
2478,JP Nagar,1520.0,3.0,125.0,3
2479,JP Nagar,1405.0,2.0,99.0,2
2480,JP Nagar,1157.0,2.0,73.0,2
2481,JP Nagar,1500.0,2.0,82.0,3
2482,JP Nagar,1048.0,2.0,44.0,2
2483,Jakkur,1417.0,2.0,75.0,2
2484,Jakkur,1590.0,2.0,125.0,3
2485,Jakkur,1279.0,2.0,77.0,2
2486,Jakkur,1710.0,3.0,107.0,3
2487,Jakkur,3467.86,6.0,249.0,4
2488,Jakkur,1865.0,3.0,124.0,3
2489,Jakkur,3181.0,2.0,260.5,4
2490,Jakkur,1760.0,3.0,139.0,3
2491,Jakkur,1290.0,2.0,100.0,2
2492,Jakkur,1452.19,2.0,100.0,2
2493,Jakkur,1798.0,3.0,120.0,3
2494,Jakkur,1300.0,2.0,85.0,2
2495,Jakkur,3181.0,4.0,260.5,4
2496,Jakkur,1950.0,3.0,131.0,3
2497,Jakkur,1858.0,3.0,98.3,3
2498,Jakkur,1230.0,2.0,76.0,2
2499,Jakkur,1290.0,2.0,80.0,2
2500,Jakkur,1760.0,3.0,110.0,3
2501,Jakkur,2283.0,4.0,130.0,4
2502,Jakkur,1483.0,2.0,98.0,2
2503,Jakkur,1645.0,3.0,100.0,3
2504,Jakkur,1650.0,3.0,111.0,3
2505,Jakkur,2423.0,4.0,160.0,3
2506,Jakkur,2197.0,3.0,136.0,3
2507,Jakkur,1125.0,2.0,65.0,2
2508,Jakkur,1230.0,2.0,79.0,2
2509,Jakkur,1202.0,2.0,79.0,2
2510,Jakkur,1858.0,3.0,123.0,3
2511,Jakkur,3181.0,2.0,229.0,4
2512,Jakkur,1745.0,2.0,98.485,3
2513,Jakkur,1798.0,3.0,110.0,3
2514,Jakkur,1785.0,3.0,130.0,3
2515,Jakkur,1080.0,2.0,60.0,2
2516,Jakkur,1260.0,2.0,71.195,2
2517,Jakkur,1816.0,3.0,119.0,3
2518,Jakkur,1424.0,2.0,80.0,2
2519,Jakkur,1290.0,2.0,85.0,2
2520,Jakkur,1300.0,2.0,80.0,2
2521,Jakkur,1290.0,2.0,80.04,2
2522,Jakkur,1282.0,2.0,72.0,2
2523,Jakkur,1880.0,4.0,110.0,3
2524,Jakkur,1660.0,3.0,104.0,3
2525,Jakkur,1291.0,2.0,75.0,2
2526,Jakkur,1473.0,2.0,85.0,2
2527,Jakkur,1660.0,3.0,104.0,3
2528,Jakkur,1950.0,3.0,131.0,3
2529,Jakkur,1432.0,2.0,85.0,2
2530,Jakkur,1710.0,3.0,110.0,3
2531,Jalahalli,2250.0,3.0,160.0,3
2532,Jalahalli,1694.0,2.0,125.0,2
2533,Jalahalli,1870.0,3.0,110.0,3
2534,Jalahalli,1400.0,1.0,80.0,2
2535,Jalahalli,1045.0,2.0,76.77,2
2536,Jalahalli,1615.0,3.0,89.75,3
2537,Jalahalli,2113.0,3.0,155.0,3
2538,Jalahalli,1932.0,4.0,135.0,3
2539,Jalahalli,1045.0,2.0,58.0,2
2540,Jalahalli,1020.0,2.0,52.0,2
2541,Jalahalli,2384.0,4.0,165.0,3
2542,Jalahalli,1770.0,3.0,100.0,3
2543,Jalahalli,1569.0,3.0,118.0,3
2544,Jalahalli,600.0,1.0,37.0,1
2545,Jalahalli,615.0,1.0,46.0,1
2546,Jalahalli,2404.0,3.0,138.0,3
2547,Jalahalli,1000.0,2.0,70.0,2
2548,Jalahalli,615.0,1.0,46.0,1
2549,Jalahalli,1704.0,3.0,94.36,3
2550,Jalahalli,1244.0,2.0,88.0,2
2551,Jalahalli,1407.0,2.0,98.49,2
2552,Jalahalli,1200.0,2.0,66.0,1
2553,Jalahalli,1530.0,2.0,89.0,3
2554,Jalahalli,1045.0,2.0,76.77,2
2555,Jalahalli,1575.0,4.0,100.0,3
2556,Jalahalli,2086.0,3.0,160.0,3
2557,Jalahalli,1313.0,2.0,68.0,2
2558,Jalahalli,1881.0,3.0,115.0,3
2559,Jalahalli East,750.0,1.0,40.0,1
2560,Jalahalli East,775.0,1.0,34.1,1
2561,Jalahalli East,1010.0,2.0,52.0,2
2562,Jalahalli East,1010.0,2.0,52.0,2
2563,Jigani,1020.0,2.0,40.0,2
2564,Jigani,2400.0,4.0,130.0,3
2565,Jigani,2400.0,3.0,149.0,3
